xpAmount	calc	newXpAmount	WeenieClassNameOrQuestName	WeenieClassId	EmoteCategory	SourceWeenieId	SourceWeenieClassName	DroppedBy
3	0	0	reddrudgekey	30654	6	30629	ayanbaquraludi	Drudge Laborer(drudgelaborer - level: 115),Drudge Ballast(drudgeballast - level: 115),Drudge Toiler(drudgetoiler - level: 125),
2	0	0	whitedrudgekey	30655	6	30629	ayanbaquraludi	Drudge Laborer(drudgelaborer - level: 115),Drudge Ballast(drudgeballast - level: 115),Drudge Toiler(drudgetoiler - level: 125),
10,000	276,000	-1120	hollowminiontelumiatmist	24842	6	3917, 3918, 3920, 21338, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorcandethkeep	Telumiat Hollow Minion(hollowminiontelumiat - level: 120),Telumiat Hollow Minion(hollowminionexcised - level: 120),Telumiat Hollow Minion(hollowminiontelumiatforbidden - level: 120),
10,000	276,000	-1120	olthoiheadmutilator	24846	6	3930	olthoihunter	Olthoi Mutilator(olthoimutilator - level: 120),Olthoi Mutilator(olthoimutilator_nofall - level: 120),
7,500	276,000	-1120	wisphearthigh	8667	6	8654	leathercrafterpoacher	Nightmare Wisp(wispnightmare - level: 120),
10,000	298,440	-1125	banderlingscalppredator	24833	6	3917, 3918, 3920, 21338, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorcandethkeep	Banderling Predator(banderlingpredator - level: 125),Banderling Predator(banderlingpredatorforbidden - level: 125),
80,000	298,440	-1125	keyblackmarrowbroken	30823	6	25896	drunkguardcaul	Snarl(carenzibosssnarl - level: 161),Mangy Carenzi(carenzimangy - level: 125),Mottled Carenzi(carenzimottled - level: 135),Ravager(carenziravager - level: 161),Tainted Carenzi(carenzitainted - level: 145),Befouled Doll(dollbefouled - level: 145),Cosseted Doll(dollcosseted - level: 130),Defiled Doll(dolldefiled - level: 150),Desecrated Doll(dolldesecrated - level: 135),Gikar(margulbossgikar - level: 170),Biaka(margulbiaka - level: 161),Creeping Margul(margulcreeping - level: 145),Graal Margul(margulgraal - level: 161),Helcan Margul(margulhelcan - level: 161),Hellion(margulhellion - level: 155),Stalking Margul(margulstalking - level: 135),Ya'ruldi(margulyaruldi - level: 161),Sezzherei(margulbigboss0205 - level: 170),Puppeteer(marionettebosspuppeteer - level: 161),Cursed Marionette(marionettecursed - level: 150),Damned Marionette(marionettedamned - level: 155),Malignant Marionette(marionettemalignant - level: 145),Yaja the Shepherd(marionetteyaja - level: 155),Colossal Mite(mitecolossal - level: 161),Giant Mite(mitegiant - level: 135),Misshapen Mite(mitemisshapen - level: 125),Monstrous Mite(mitemonstrous - level: 145),Mutated Mite(mitemutated - level: 130),Glissnal Nefane(nefaneglissnal - level: 125),Listris Nefane(nefanelistris - level: 130),Parfal Nefane(nefaneparfal - level: 145),Sephal Nefane(nefanesephal - level: 135),Scourge(ratbossscourge - level: 161),Contagion Rat(ratcontagion - level: 145),Infested Rat(ratinfested - level: 125),Pestilence Rat(ratpestilence - level: 135),Plaguefang(reedsharkbossplaguefang - level: 170),Doomshark(reedsharkdoomshark - level: 155),Abyssal Child(shadowchildabyssal - level: 135),Depraved Child(shadowchilddepraved - level: 145),Forsaken Child(shadowchildforsaken - level: 161),Pandemic Child(shadowchildpandemic - level: 125),Wretched Child(shadowchildwretched - level: 155),Ebon Rift(riftebon - level: 135),Schism(riftschism - level: 160),Tenebrous Rift(rifttenebrous - level: 145),Umbral Rift(riftumbral - level: 155),Atakir, the Dark Prince(zefirbossatakir - level: 170),Dark Zefir(zefirdark - level: 130),Dusk Zefir(zefirdusk - level: 125),Infernal Zefir(zefirinfernal - level: 161),Malevolent Zefir(zefirmalevolent - level: 145),
10,000	300,000	-1130	banderlingarmsavage	24829	6	3917, 3918, 3920, 21338, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorcandethkeep	Banderling Savage(banderlingsavage - level: 130),Banderling Savage(banderlingsavageforbidden - level: 130),
10,000	300,000	-1135	banderlingscalpaggressor	24831	6	3917, 3918, 3920, 21338, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorcandethkeep	Banderling Aggressor(banderlingaggressor - level: 135),Banderling Aggressor(banderlingaggressorforbidden - level: 135),
10,000	300,000	-1135	golemheartplatinum	23202	6	3921, 3931, 3932, 24216, 24574	collectorstonegharundim, trophysmithgharundim, trophysmithsho, trophysmithblackhill, collectorstonecandethkeep	Platinum Golem(golemplatinum - level: 135),Platinum Golem(golemplatinumforbidden - level: 135),Platinum Golem(golemplatinumceremonydisrupted - level: 135),
15,500	300,000	-1161	eyegromnieash	28192	6	3919	collectorjewelsho	Adolescent Ash Gromnie(gromnieashadolescent - level: 161),
15,500	300,000	-1161	eyegromnieazure	28193	6	3919	collectorjewelsho	Adolescent Azure Gromnie(gromnieazureadolescent - level: 161),
15,500	300,000	-1161	eyegromnieivory	28195	6	3919	collectorjewelsho	Adolescent Ivory Gromnie(gromnieivoryadolescent - level: 161),
15,500	300,000	-1161	eyegromnierust	28197	6	3919	collectorjewelsho	Adolescent Rust Gromnie(gromnierustadolescent - level: 161),
15,500	300,000	-1161	wingsgromnieashvod	28211	6	3923, 3924	collectorwingaluvian, collectorwingsho	Adolescent Ash Gromnie(gromnieashadolescent - level: 161),
15,500	300,000	-1161	wingsgromnieazurevod	28212	6	3923, 3924	collectorwingaluvian, collectorwingsho	Adolescent Azure Gromnie(gromnieazureadolescent - level: 161),
15,500	300,000	-1161	wingsgromnieivoryvod	28213	6	3923, 3924	collectorwingaluvian, collectorwingsho	Adolescent Ivory Gromnie(gromnieivoryadolescent - level: 161),
15,500	300,000	-1161	wingsgromnierustvod	28214	6	3923, 3924	collectorwingaluvian, collectorwingsho	Adolescent Rust Gromnie(gromnierustadolescent - level: 161),
								
								
1,000	1,080	-1004	pyramidgreentiny	9314	6	9309	undeadtinytrianglequest	Skeleton(skeleton - level: 4),Skeleton Warrior(skeletonwarrior - level: 18),Skeleton Captain(skeletoncaptain - level: 21),Old Bones(skeletonoldbones - level: 5),Lord of Decay(skeletonlowbossmonster - level: 28),Old Bones(skeletonoldbones_noaggro - level: 5),Lesser Mu-miyah(mumiyahlesser - level: 12),Greater Mu-miyah(mumiyahgreater - level: 18),
5,000	5,560	-1013	pyramidgreentinyunlocked	9315	6	9309	undeadtinytrianglequest	
5,000	5,560	-1013	pyramidgreensmall	9312	6	9308	undeadsmalltrianglequest	Skeleton Lord(skeletonlord - level: 35),Skeleton Lord(skeletoncaptaincrimsonruby1 - level: 45),Skeleton Lord(skeletonlordcrimsonruby5 - level: 45),Skeleton Lord(skeletonwarriorcrimsonruby4 - level: 45),Skeleton Lord(skeletonlord_melee - level: 35),Lich(zombielich - level: 21),Wari al Sha'im(undeaddefender - level: 30),Lich Lord(zombielichlord - level: 44),Ancient Mu-miyah(mumiyahancient - level: 53),Dread Mu-miyah(mumiyahdread - level: 70),Falatacot Missionary(bossdeedmid - level: 55),Lich(zombielich-nofall - level: 21),
25,000	25,660	-1033	pyramidgreensmallunlocked	9313	6	9308	undeadsmalltrianglequest	
15,000	25,660	-1033	pyramidgreenlarge	9310	6	9307	undeadlargetrianglequest	Skeleton Bone Lord(skeletonbonelord - level: 70),Great Skeleton(skeletongreat - level: 95),Cursed Bones(skeletoncursedbones - level: 85),Relic Bones(skeletonrelicbones - level: 79),Skeleton Bone Knight(skeletonboneknight - level: 61),Ashen Bones(skeletonashenbones - level: 79),Dark Myrmidon(skeletonhighbossmonster - level: 85),Relic Bones(skeletonrelicbones_noaggro - level: 79),Armored Skeleton(skeletonarmored - level: 100),Skeletal Champion(skeletonchampion - level: 105),Skeletal Hero(skeletonhero - level: 110),Primeval Skeleton(skeletonprimeval - level: 115),Archfiend(skeletonarchfiend - level: 161),Armored Skeleton Lord(skeletonarmoredlord - level: 125),Skeletal Fiend(skeletonfiend - level: 120),Tormenter(skeletontormenter - level: 161),Blood Fiend(skeletonbloodfiend - level: 110),Revenant(zombierevenant - level: 61),Guardian of the Lost Light(lostlightguardian - level: 61),Revenant(undeadspecial - level: 61),Dark Revenant(zombiedarkrevenant - level: 70),Dark Leech(zombiedarkleech - level: 70),Dark Magus(zombiedarkmagus - level: 79),Dark Sorcerer(undeadbossmonster - level: 90),Dark Guardian(darkrevenantguardian - level: 160),Lich Oppressor(zombielichoppressor - level: 161),Dark Master(zombiedarkmaster - level: 100),Great Revenant(zombiegreatrevenant - level: 95),Undead Sailor(zombielichsailor - level: 120),Undead Sailor(zombielichsailorlow - level: 95),Phantasm(zombiephantasm - level: 110),Risen Lord(zombierisenlord - level: 90),Chimera(zombiechimera - level: 161),Demilich(zombiedemilich - level: 130),Elite Revenant(zombieeliterevenant - level: 120),Phantasm(zombiephantasmrestingplace - level: 110),
75,000	77,320	-1061	pyramidgreenlargeunlocked	9311	6	9307	undeadlargetrianglequest	
								
								
5,000	17,030	-1026	bannerfalcon	11737	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	Tumerok Standard Bearer(tumerokbannerfalcon - level: 26),
5,000	17,030	-1026	bannergromnie	11738	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	Tumerok Standard Bearer(tumerokbannergromnie - level: 26),
5,000	17,030	-1026	bannermask	11763	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	Tumerok Standard Bearer(tumerokbannermask - level: 26),
5,000	17,030	-1026	bannerreedshark	11764	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	Tumerok Standard Bearer(tumerokbannerreedshark - level: 26),
5,000	17,030	-1026	bannerserpent	11789	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	Tumerok Standard Bearer(tumerokbannerserpent - level: 26),
5,000	17,030	-1026	bannershreth	11790	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	Tumerok Standard Bearer(tumerokbannershreth - level: 26),
7,500	20,520	-1029	bannerhaftedfalcon	11745	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedserpent	11749	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedshreth	11750	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedreedshark	11748	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedgromnie	11746	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedmask	11747	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedfalcon	11771	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedserpent	11775	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedshreth	11776	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedreedshark	11774	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedgromnie	11772	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedmask	11773	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedspearfalcon	11751	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedspearserpent	11755	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedspearshreth	11756	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedspearreedshark	11754	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedspeargromnie	11752	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedspearmask	11753	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedspearfalcon	11777	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedspearserpent	11781	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedspearshreth	11782	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedspearreedshark	11780	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedspeargromnie	11778	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedspearmask	11779	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedsymbolfalcon	11757	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedsymbolserpent	11761	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedsymbolshreth	11762	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedsymbolreedshark	11760	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedsymbolgromnie	11758	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
7,500	20,520	-1029	bannerhaftedsymbolmask	11759	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedsymbolfalcon	11783	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedsymbolserpent	11787	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedsymbolshreth	11788	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedsymbolreedshark	11786	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedsymbolgromnie	11784	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
10,000	24,320	-1032	bannerreinforcedsymbolmask	11785	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
15,000	32,870	-1038	bannerhaftedcrestfalcon	11739	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
15,000	32,870	-1038	bannerhaftedcrestserpent	11743	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
15,000	32,870	-1038	bannerhaftedcrestshreth	11744	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
15,000	32,870	-1038	bannerhaftedcrestreedshark	11742	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
15,000	32,870	-1038	bannerhaftedcrestgromnie	11740	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
15,000	32,870	-1038	bannerhaftedcrestmask	11741	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
20,000	44,440	-1045	bannerreinforcedcrestfalcon	11765	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
20,000	44,440	-1045	bannerreinforcedcrestserpent	11769	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
20,000	44,440	-1045	bannerreinforcedcrestshreth	11770	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
20,000	44,440	-1045	bannerreinforcedcrestreedshark	11768	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
20,000	44,440	-1045	bannerreinforcedcrestgromnie	11766	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
20,000	44,440	-1045	bannerreinforcedcrestmask	11767	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
20,000	44,440	-1045	shrethtoken	11946	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
20,000	44,440	-1045	reedsharktoken	11945	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
20,000	44,440	-1045	gromnietoken	11942	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
20,000	44,440	-1045	masktoken	11944	6	11809, 11810, 11811	collectorbanneralu, collectorbannergha, collectorbannersho	
								
								
xpAmount			WeenieClassNameOrQuestName	WeenieClassId	EmoteCategory	SourceWeenieId	SourceWeenieClassName	DroppedBy
								
5,000	4,830	-2009	notedrudgescrawled	5363	6	5365	yaraqakyafi	Drudge Prowler(drudgescrawled - level: 7),
10,000	9,345	-2014	headdrudgehideoutboss	30486	6	30479	holtburgalfrin	Drudge Robber Baron(drudgerobberbaron - level: 14),
25,000	25,545	-2026	headmarionattemadstar	30506	6	5365	yaraqakyafi	Mad Star Marionette(marionettemadstar - level: 26),
								
								
100,000	104,990	-3045	bracersmanacles	10766	6	20913	retreatjosef	Dirrich, the Warden(virindimasterwarden - level: 45),
20,000	131,959	-3049	gemportalmageacademy	5655	6	5763	aljalimatazal	Lord Kelannik(skeletonlordburialtemple - level: 49),
40,000	163,364	-3053	vialorganicacid	9098	6	2607	glendenwoodalchemist	Virulent Grievver(grievvervirulent - level: 53),Venomous Grievver(grievvervenomous - level: 79),Harrower Grievver(grievverharrower - level: 100),Bane Grievver(grievverbane - level: 120),Bile Grievver(grievverbile - level: 161),Fallen Grievver(grievverbossuber0205 - level: 161),
3,000,000	3,005,000	-3200	whitefireinfusion	7419	6	2607	glendenwoodalchemist	Mount Esper Firestorm(firestormesper - level: 95),Mount Esper Firestorm(firestormesper - level: 95),Mount Esper Firestorm(firestormesper - level: 95),Mount Esper Firestorm(firestormesper - level: 95),Mount Esper Firestorm(firestormesper - level: 95),Mount Esper Firestorm(firestormesper - level: 95),Mount Esper Firestorm(firestormesper - level: 95),Mount Esper Firestorm(firestormesper - level: 95),Mount Esper Firestorm(firestormesper - level: 95),
4,000,000	4,010,000	-3267	bluefireinfusion	7420	6	2607	glendenwoodalchemist	Mount Lethe Hellfire(hellfirelethe - level: 95),Mount Lethe Hellfire(hellfirelethe - level: 95),Mount Lethe Hellfire(hellfirelethe - level: 95),Mount Lethe Hellfire(hellfirelethe - level: 95),Mount Lethe Hellfire(hellfirelethe - level: 95),Mount Lethe Hellfire(hellfirelethe - level: 95),Mount Lethe Hellfire(hellfirelethe - level: 95),Mount Lethe Hellfire(hellfirelethe - level: 95),Mount Lethe Hellfire(hellfirelethe - level: 95),
4,000,000	4,010,000	-3267	redfireinfusion	7442	6	2607	glendenwoodalchemist	Tenkarrdun Hellfire(hellfiretenkarrdun - level: 95),Tenkarrdun Hellfire(hellfiretenkarrdun - level: 95),Tenkarrdun Hellfire(hellfiretenkarrdun - level: 95),Tenkarrdun Hellfire(hellfiretenkarrdun - level: 95),Tenkarrdun Hellfire(hellfiretenkarrdun - level: 95),Tenkarrdun Hellfire(hellfiretenkarrdun - level: 95),Tenkarrdun Hellfire(hellfiretenkarrdun - level: 95),Tenkarrdun Hellfire(hellfiretenkarrdun - level: 95),Tenkarrdun Hellfire(hellfiretenkarrdun - level: 95),
360,000	980,000	-3100	stoneoily	30747	6	30627	cyphissuldow	Banderling Ancient Spirit(banderlingancientspirit - level: 100),
3,000,000	3,005,000	-3200	keyrustedbrass	27314	6	27317	npctuskerassaultjonas	Assault Guard(tuskerassaultguard - level: 130),
100,000	3,005,000	-3200	olthoicarapace	3678	6	3930	olthoihunter	Olthoi Queen(olthoiqueen - level: 201),Olthoi Queen(olthoiqueennofall - level: 201),Olthoi Queen(olthoiqueenmaraedynamic-xp - level: 200),Olthoi Queen(olthoiqueenmaraedynamic-xp - level: 200),Olthoi Queen(olthoiqueenmaraedynamic-xp - level: 200),Olthoi Queen(olthoiqueenmaraedynamic-xp - level: 200),
								
								
3,000	0	0	bellowsnewbieacademy	12710	6	12719	academyblacksmith	Thieving Mosswart(mosswartthievingnewbieacademy - level: 1),
								
								
12,000	12,870	-1022	skullhighacolyte	7817	6	4122	despairbitterman	High Acolyte(zombiesoulfearingacolytearea3 - level: 44),
50,000	42,680	-1044	skullhighacolyte	7817	6	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	High Acolyte(zombiesoulfearingacolytearea3 - level: 44),
								
								
15,000	26,686	-4018	tuskfemale	22423	6	22642	tailoroolutangafake	Female Tusker(tuskerfemale_tusk - level: 18),
17,500	35,032	-4021	tuskmale	22427	6	22642	tailoroolutangafake	Male Tusker(tuskermale_tusk - level: 21),
20,000	54,278	-4026	tuskcrimsonback	22421	6	22642	tailoroolutangafake	Tusker Crimsonback(tuskercrimsonback_tusk - level: 26),
30,000	64,096	-4028	tuskgolden	22424	6	22642	tailoroolutangafake	Goldenback Tusker(tuskergoldenback_tusk - level: 28),
50,000	481,652	-4061	tuskredeemer	22430	6	22642	tailoroolutangafake	Tusker Redeemer(tuskerredeemer_tusk - level: 61),
75,000	708,250	-4070	tuskliberator	22426	6	22642	tailoroolutangafake	Tusker Liberator(tuskerliberator_tusk - level: 70),
100,000	997,658	-4079	tuskslave	22432	6	22642	tailoroolutangafake	Tusker Slave(tuskerslave_tusk - level: 79),
150,000	1,229,240	-4085	tuskguard	22425	6	22642	tailoroolutangafake	Tusker Guard(tuskerguard_tusk - level: 85),
300,000	1,690,930	-4095	tuskarmored	22419	6	22642	tailoroolutangafake	Armored Tusker(tuskerarmored_tusk - level: 95),
500,000	1,447,750	-4090	tusksilver	22431	6	22642	tailoroolutangafake	Silver Tusker(tuskersilver_tusk - level: 90),
								
								
5,000	26,686	-4018	pincerharvester-xp	10845	6	10842	maraebehdo_xp	Olthoi Harvester(olthoiharvesterspecial_xp - level: 18),
25,000	54,278	-4026	pincergardener-xp	10844	6	10842	maraebehdo_xp	Olthoi Gardener(olthoigardenerspecial_xp - level: 26),
50,000	326,728	-4053	pincerworker	27591	6	10842	maraebehdo_xp	Olthoi Worker(olthoiworkerspecial - level: 53),
100,000	481,652	-4061	pincersoldier-xp	10847	6	10842	maraebehdo_xp	Olthoi Soldier(olthoisoldierspecial_xp - level: 61),
500,000	708,250	-4070	pincerlegionary-xp	10846	6	10842	maraebehdo_xp	Olthoi Legionary(olthoilegionaryspecial_xp - level: 70),
2,000,000	1,229,240	-4085	pincerbutcher-xp	10843	6	10842	maraebehdo_xp	Olthoi Eviscerator(olthoibutcherspecial_xp - level: 85),
3,000,000	2,581,250	-4110	pincerwarrior	27590	6	10842	maraebehdo_xp	Olthoi Warrior(olthoiwarriorspecial - level: 110),
10,000,000	9,951,000	-5120	pincermutilator	27589	6	10842	maraebehdo_xp	Olthoi Mutilator(olthoimutilatorspecial - level: 120),
								
								
								
								
xpAmount			WeenieClassNameOrQuestName	WeenieClassId	EmoteCategory	SourceWeenieId	SourceWeenieClassName	DroppedBy
500	1,080	-1004	ursuinhidesmallspring	9263	6	24576, 4213, 4214, 4215, 30444	leathercraftercandethkeep, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, leathercrafterviamontian	
1,000	24,320	-1032	ursuinhidelargespring	9262	6	24576, 4213, 4214, 4215, 30444	leathercraftercandethkeep, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, leathercrafterviamontian	
								
1,500,000	1,531,984	-4092	ordersburun	27484	6	27117	translatoraunlaokhe	
1,500,000	1,531,984	-4092	ordersvalley	27486	6	27117	translatoraunlaokhe	
1,500,000	1,531,984	-4092	ordersfortress	27485	6	27117	translatoraunlaokhe	
1,500,000	1,531,984	-4092	offercontact	27483	6	27117	translatoraunlaokhe	
								
5,000	4,920	-1012	sunflower	15715	6	2607	glendenwoodalchemist	
30,000	54,000	-2040	essencevirindi	9125	6	2607	glendenwoodalchemist	
10,000,000	9,951,000	-5120	infusionlosthope	8909	6	2607	glendenwoodalchemist	
7,500	99,750	-1070	nekodebasalt	12011	6	3917, 3918, 3920, 3931, 3932, 21338, 24215, 24216, 24573	collectoraluvian, collectorgharundim, collectorsho, trophysmithgharundim, trophysmithsho, collectorshoyanshidestroyed, collectorshoblackhill, trophysmithblackhill, collectorcandethkeep	
								
10,000	9,345	-2014	axebrogord	5027	6	5033	holtburgflinrala	
10,000	4,830	-2009	letterbrogord	30492	6	5033	holtburgflinrala	
3,000	3,390	-2007	antiqueplatter	5026	6	5035	holtburgworcer	
3,000	3,390	-2007	mugholtburgredoubt	30480	6	5035	holtburgworcer	
3,000	3,390	-2007	gobletholtburgredoubt	30482	6	5035	holtburgworcer	
3,000	3,390	-2007	bowlholtburgredoubt	30481	6	5035	holtburgworcer	
3,000	3,390	-2007	hardunnaband	5032	6	5035	holtburgworcer	
3,000	3,390	-2007	candlestickholtburgredoubt	30484	6	5035	holtburgworcer	
3,000	3,390	-2007	handbellholtburgredoubt	30485	6	5035	holtburgworcer	
3,000	3,390	-2007	lampholtburgredoubt	30483	6	5035	holtburgworcer	
								
3,000	3,390	-2007	distillerynectar	4891	6	5046	lytelthorpealeval	
3,000	3,390	-2007	distilleryambrosia	4889	6	5046	lytelthorpealeval	
3,000	17,880	-2021	distillerydew	4890	6	5046, 5152	lytelthorpealeval, alarqasjilsaya	
2,000	2,160	-2005	shirtbeltslora	5051	6	5047	lytelthorpebeltslora	
2,000	2,160	-2005	bookercel	5043	6	5048	lytelthorpeercel	
2,500	2,745	-2006	writingjhongmia	5059	6	5063	yanshidaiya	
2,500	2,745	-2006	writingjhongmib	5060	6	5063	yanshidaiya	
2,500	2,745	-2006	writingjhongmic	5061	6	5063	yanshidaiya	
75	0	0	callingstone	5084	6	5094, 5095, 5096	traineraluvian, trainersho, trainergharundim	
4,000	4,080	-2008	bookkou	5123	6	5119	nantoinuokonkou	
4,000	4,080	-2008	nantowaterbottle	5126	6	5121	nantoshinro	
5,000	5,625	-2010	book100paths7	5129	6	5137	samsurrubid	
5,000	5,625	-2010	waterbanewell	5139	6	5138	samsursaqat	
4,000	3,390	-2007	distilleryambrosia	4889	6	5152	alarqasjilsaya	
1,000	3,390	-2007	distillerynectar	4891	6	5152	alarqasjilsaya	
3,000	3,390	-2007	knifedah	5158	6	5153	alarqasnurbaha	
3,000	3,390	-2007	applecoveperfect	30504	6	5178	yaraqlubziklan	
3,000	3,390	-2007	bakingpancoveapple	30543	6	5178	yaraqlubziklan	
3,000	3,390	-2007	knifecoveapple	30544	6	5178	yaraqlubziklan	
3,000	3,390	-2007	cidercoveappleaged	30502	6	5178	yaraqlubziklan	
3,000	3,390	-2007	perfectlyagedcovecider	5175	6	5178	yaraqlubziklan	
3,000	3,390	-2007	cidercoveapplehard	30503	6	5178	yaraqlubziklan	
3,000	3,390	-2007	winecoveapple	30505	6	5178	yaraqlubziklan	
3,000	3,390	-2007	applepiehot	30537	6	5178	yaraqlubziklan	
6,250	6,480	-2011	stoneofdiscipline	5182	6	5193	shoushioitongye	
6,250	6,480	-2011	stoneofdetachment	5184	6	5193	shoushioitongye	
6,250	6,480	-2011	stoneofcompassion	5183	6	5193	shoushioitongye	
6,250	6,480	-2011	stoneofhumility	5181	6	5193	shoushioitongye	
3,000	3,390	-2007	yaojilouka	5190	6	5195	shoushilouka	
